Site,Document title,Body,Location
https://timesofmalta.com/,I want to go down to the submarine where this picture was taken',"The grandson of a Royal Navy lieutenant commander has come to Malta to scuba dive down to the submarine that his beloved grandfather served on during the war. Nick Christie sailed to Malta from Scotland on his late grandfather's vintage sailing yacht, the Cruinnaeg III.Holding a black and white photo of his grandfather – Scottish George Christie – standing on the conning tower of the submarine, with the word 'Stubborn' visible beneath him, Nick says: “I wish to recreate this photo. I want to go down to the tower where this picture was taken. Where the name is. Take a picture and say: 'I was there',” he says.For this to be possible Nick has to brush up on his rusty diving skills since the wreck is at a 57-metre depth off Qawra. He has come to Malta where he will be undergoing technical diving training to prepare for the dive later this summer.Nick, 56, recounts how his grandfather was “like a father” to him.His mother, Gay, married an American man and Nick lived in Philadelphia until his parents separated when he was about seven. He then moved to Scotland, close to Glasgow, with his mother.“My grandfather became like a father figure. He taught me how to sail and so much more. He passed on his love for sailing,” he says.“I became a licensed skipper by the age of 19 and later on I helped him in the whisky business he started after the war. Ever since I was little, I always heard stories about the Stubborn.”His grandfather was second in command of HMS Stubborn after Captain Arthur Antony Duff, Nick's godfather.HMS Stubborn was an S-class submarine of the Royal Navy, launched on November 11, 1942. It spent the war in home waters, operating off the Scandinavian coast and in the Pacific Far East.On one of her missions she managed to capture a German submarine.“I remember asking my grandfather how they managed to get the German sub home since all the controls were in German. How did they convince them to surrender?“He said he removed the captain's ability to navigate by taking his timepiece and sextant (used in celestial navigation). I asked how he stopped him from running away, to which he answered: 'I removed his trousers. No self-respecting captain would be seen in his underpants'.“I thought he was joking until years later I found the trousers,” he jokes.“The Stubborn has been part of my life since forever. My grandfather kept many pieces of the Stubborn,” he chuckles.“Inside the Cruinnaeg there was a wardroom where they made the big decisions. In it, there was a plaque with the name Stubborn and a picture of a mule.  This plaque is on Cruinnaeg and it has been there since I was little.”His grandfather, who died in 2011, had bought the Cruinnaeg after the war, in 1952, as a pleasure boat. He then sold it in 1997 and Nick bought it back in 2009.Now Nick sailed to Malta aboard the Cruinnaeg in a trip that is about celebrating his grandfather. For the first time, the HMS Stubborn and the Cruinnaeg have met in the same waters.Nick set off from Scotland in November and travelled for some 2,000 miles stopping in Spain and Palma before reaching Malta where he contacted a dive school to make his dream come through. He wants to see the Stubborn that was sunk on April 30, 1946, as an ASDIC (sonar) target.The wreck is located about 5.6km north-east of St Paul's Bay and sits upright at a depth of 57 metres.Simon Sciberras, from Dive Systems, has been there and will be training Nick to do the same.“She sits on a sandy seabed slightly listed towards the port. All torpedos are still in their hatches. One hatch is open in the conning tower since it was sunk. There is a lot of growth on it and the name is covered,” he said.Nick says he is willing to do what it takes to be able to see the Stubborn, but he does not want to rush it.“This is a happy story. Everyone who served on Stubborn during the war survived and went on to live a good life. I want to keep it that way. I don't want to be the Christie that perishes on the submarine. I don't want to be the Christie who doesn't come back,” he says with a smile.He is being cautiously stubborn.",
https://timesofmalta.com/,Leclerc takes pole from Verstappen for Spanish Grand Prix,Ferrari's world championship leader Charles Leclerc grabbed pole for the Spanish Grand Prix ahead of Max Verstappen in qualifying at a sweltering Montmelo circuit on Saturday.Local man Carlos Sainz cheered the huge home support to start Sunday's race on the second row in the other Ferrari where he will be joined by the Mercedes of George Russell.Sergio Perez in the second Red Bull is on the third row with Lewis Hamilton for company in the other Mercedes.Leclerc leads Verstappen by 19 points going into this sixth race of the season and was thrilled with his fourth pole of the year.,
https://timesofmalta.com/,Hibernians sign former Sta Lucia defender Lorenzo Fonseca,"Malta champions Hibernians bolstered their squad with the signing of defender Lorenzo Fonseca, the Premier League side announced.“Hibernians F.C. are pleased to announce that 24-year-old Cape Verde international defender Lorenzo Fonseca has signed for the club,” the Premier League club said in a statement.“The young defender started his career with Dutch side Sparta Rotterdam, where he spent the majority of his youth career, before joining Portuguese side Academica Coimbra in July 2021. In the January transfer window, he joined BOV Premier League side Santa Lucia F.C.“We would like to welcome Lorenzo to the club and wish him the best of luck in the upcoming season.”",
https://timesofmalta.com/,IOC take 'step by step' approach to fate of Russian athletes,"The International Olympic Committee will reassess “step by step” the fate of Russian athletes excluded from most international competitions after the invasion of Ukraine, IOC president Thomas Bach said Friday.“We have to take it step by step. We don't know how the political situation evolves, we hope that there will be peace soon, hopefully as soon as possible,” Bach told IOC members at a meeting in Lausanne. While most international federations followed the IOC's recommendation in February to ban Russian and Belarusian athletes, the question is already being asked over their participation in the 2024 Paris Olympics. ",
https://timesofmalta.com/,Managers warn over pitch invasions as police probe Vieira incident,"Newcastle manager Eddie Howe has warned pitch invasions could lead to a “potential tragedy” as British police opened an investigation into an “altercation” involving Crystal Palace manager Patrick Vieira and an Everton fan.Footage appears to show Vieira kicking out at the supporter, who was apparently taunting the former Arsenal and France midfielder after Everton secured their Premier League status with a dramatic 3-2 win on Thursday.The Palace manager, who was surrounded by jubilant Everton fans celebrating their survival, refused to comment on the incident after the game. ",
https://timesofmalta.com/,Malta's Teddy Teuma shortlisted for Belgium's Player of the Year award,"Malta international player Teddy Teuma has been nominated for the Player of the Year award in the Belgian league this season.The skilful midfielder has been a key player for Royale Union Saint-Gilloise in the Belgian first division, helping the small club to mount an extraordinary title challenge in their first campaign back in the top flight after an absence of 49 years.In fact, Royal Union Saint-Gilloise managed to finish at the top of the standings after the regular season but were then leapfrogged by Club Brugge in the closing stages of the campaign to finish in a remarkable second place.That handed the team a place in the qualifying round of the Champions League for the first time in the club's history.",
https://timesofmalta.com/,From the bench: Counterfeits at the Freeport,"The branding of one's pro­duct or service can be defined as the words, phrases, symbols, designs or a combination of such which distin­guish and communicate the differences between one product and another.A trademark is a unique element that directs the consumer towards a specific product or service, helping one differentiate between similar products and identify the difference between them while simplifying the choice of the consumer towards what they truly desire. In most cases, an identifiable trademark also allows trust to develop between the person offering the pro­duct/service and the consumer based on the product/ service's good repute.Trademark protection is territorial in scope. The protection conferred by a Maltese trademark is limited to Malta's territorial confines; however, European trademarks also exist, and these confer protection through one unitary trademark across all European countries.The concept of unregistered trademark rights is also present under Maltese law and derive from general principles of Maltese law in the Commercial Code. In this respect, the Commercial Code provides that regardless of whether a name, mark or distinctive device has been registered as a trademark in terms of the Trademarks Act, traders may not make use of any name, mark or distinctive device capable of creating confusion with any other name, mark or distinctive device lawfully used by others.Consequently, one's primary rights to a trademark are established by use. Registering a trademark allows for greater resiliency to the mark one uses to identify his/her brand for an initial period of 10 years which may be renewed.At their core, trademark rights prevent unfair competition between traders and deceit of consumers when encountered with two or more products or services which seem identical or which may easily be associated together. Trademark rights also prevent producers of counterfeit goods from gaining an unfair advantage in trade, which may be detrimental to the repute of the 'original' distinctive EU trademark.Proprietors of EU trademarks are entitled to prevent all third parties from using, in the course of trade, signs which are identical with the EU trademark or those similar to it, in relation to goods or services which are identical to theirs. This applies in the absence of proprietors' authorisation for such towards third parties.Counterfeits, or 'dupes', are considered to be goods infringing intellectual property rights in Malta. They include goods (and their packaging) bearing a trademark that is identical to a validly registered trademark in respect of the same type of goods. Such goods are prohibited from entering Malta, as is their exportation, re-exportation, release for circulation and their placement in a free zone or free warehouse of goods.The First Hall, Civil Court and the Court of Appeal are the competent courts in Malta concerning the protection of intellectual property rights. On May 11, the First Hall, Civil Court, presided over by Mr Justice Mark Chetcuti, delivered two judgments related to this topic; bearing case number 1019/2020 concerning dupe Nike shoes and case number 990/2021 regarding the Adidas brand.In both cases involving the Adidas and the Nike trademarks, the plaintiff companies sought a court decla­ration that the pro­ducts withheld at customs were 'fakes' and thus were in breach of both local and EU law.With regard to case number 990/2021, in its judgments, the court declared that the plaintiff companies were, among others, owners of the marks known as 'three stripes device', 'three stripes device on footwear', 'trefoil device', 'adidas' and 'ADIDAS', which marks feature on seve­ral products of theirs, including shoes, sandals, flip-flops, clothing garments and caps. Such marks had been registered as EU trademarks with their own distinctive numbers.It further resulted that back in August 2021, customs officers at the Freeport in Marsaxlokk had found a total of 7,752 pairs of shoes, unloaded from the Yantian Express, which raised suspicion as to the authenticity of the products. The suspected products were indeed found to be counterfeits after having been tested.As a result of these findings, the court ordered the destruction of the products within 90 days from the date of judgment, at the expense of the shipper, and without any compensation due to the same defendant for the same destruction.Similarly, in case number 1019/2021, plaintiff Nike Innovatove CV sufficiently proved that it was the owner of Nike and other marks such as the 'Swoosh Design' used on several products by the plaintiff company and such trademarks had been registered as EU trademarks.The court found that on May 17, 2021, a total of 2,400 pairs of Nike shoe dupes had been unloaded at the Marsaxlokk Freeport, and they too were found to be counterfeits following tests conducted by a representative of the plaintiff company. As in the Adidas case, the court also ordered the destruction of the shoes within 90 days from date of judgment at the expense of the shipper, being the defendant company.Notwithstanding the demand made by the plaintiffs in both the Adidas and Nike cases, for the court to declare any further remedy in terms of law in favour of the plaintiffs, no such remedies were delved into and the court subsequently abstained from taking further cognisance of such demands in both respective judgments.Rebecca Mercieca is an associate at Azzopardi, Borg & Associates Advocates.",
https://timesofmalta.com/,Lyon beat Barca to claim eighth Women's Champions League,"Lyon won the Women's Champions League on Saturday after beating Barcelona 3-1 to be crowned queens of Europe for a record-extending eighth time.First half goals from Amandine Henry, Ada Hegerberg and Catarina Macario were enough to take the title from pre-match holders Barca, who pulled one back through captain Alexia Putellas just before half-time.Expectation was high among Barca fans, who descended in large numbers on the Allianz Stadium in Turin to watch a team who have been tipped to end Lyon's dominance of the women's game in Europe.However they couldn't come back from going three goals down in the first 33 minutes.",
https://timesofmalta.com/,Man. City's De Bruyne voted Premier League Player of the season,"Manchester City midfielder Kevin De Bruyne was named the Premier League's Player of the season on Saturday, with his team-mate Phil Foden taking the Young Player prize for a second successive year.De Bruyne has notched a career-best 15 league goals and 13 assists to secure the fans' award for the second time after also winning it in 2019-20.The Belgian finished above City team-mate Joao Cancelo, Liverpool duo Trent Alexander-Arnold and Mohamed Salah, West Ham's Jarrod Bowen, Arsenal's Bukayo Saka, Southampton's James Ward-Prowse and Tottenham's Son Heung-min.“To win this award for a second time is an achievement that I'm really proud of,” De Bruyne said.",
https://timesofmalta.com/,Carapaz takes Giro lead as Simon Yates wins stage 14,"Simon Yates won stage 14 of the Giro d'Italia on Saturday as Richard Carapaz claimed the overall lead following an action-packed 147 kilometres.Bike Exchange rider Yates attacked from a four-man breakaway group with less than 5km to go to win his second stage of this Giro, while Ineos' Carapaz took the pink jersey from Juan Pedro Lopez.Yates, who is well behind in the overall standings, finished 15 seconds ahead of Carapaz, Jai Hindley and Vincenzo Nibali after 2019 winner Carapaz attacked with 28km left but couldn't maintain his lead.Yates made his move just before the final descent and rode the 4.5km all the way home uncontested as Carapaz made sure of a seven-second gap between him and his general classification rival Hindley.",
https://timesofmalta.com/,Mbappe chooses to stay at PSG in Real snub: reports,"Kylian Mbappe has decided to stay at Paris Saint-Germain despite weeks of speculation linking the forward to a move to Real Madrid, according to widespread reports on Saturday.The French World Cup winner has made up his mind to remain faithful to PSG and is poised to sign a three-year extension to his contract which ends on June 30, L'Equipe in France and Spanish sports paper Marca reported.The player's entourage refused to elaborate but reports suggest PSG could make a statement later Saturday when the club are playing Metz in their final match of the season at the Parc des Princes.The 23-year-old's 'will-he-won't-he' move to Madrid has kept fans and the two clubs on their toes over the past few months.",
https://timesofmalta.com/,English Language schools hopeful for 'positive' summer,"Following a difficult two years, English language schools are hopeful for a 'positive' summer, according to professionals in the industry.“The numbers are very encouraging, and last-minute bookings are constantly coming in, so things are looking up and are very positive,” FELTOM (Federation of English Language Teaching Organisations) CEO Caroline Tissot told Times of Malta.Following the first registered COVID-19 case back in 2020, the sector experienced thousands of cancellations, causing financial hardship for many schools and forcing some to close for good.According to official NSO data, almost 27,900 foreign students attended language schools last year, nearly 70 per cent more than 2020, yet still far from the 83,600 in 2019, the year before COVID-19.Last month, professionals raised concerns of another 'crippling' summer for the sector, due to Malta's strict COVID travel restrictions.However, these restrictions have now been lifted which means students from 'dark red' countries, such as Brazilians, who make up the majority of adult students in Malta, can now travel to the island with no major obstacles.Tissot said the sector has been in contact with Brazilian agents who are keen to reconnect with the Maltese market.“It takes time for things to fall into place once again and for bookings to accumulate, but the interest is there,” she said.Her comments were echoed by the CEO of EC Malta, a major English language school with operations in several countries.“We will do better this summer, but we must remain realistic, such changes take time to trickle down to agencies and markets in places like Brazil,” Andrew Mangion said.“We must also keep in mind since it is so close to summer, airline prices have increased substantially, and this is also brought about by the rise in inflation. So, while our Brazilian agents are glad the market is open once again, it is a little too late to book for summer.”Both Mangion and Tissot note a positive trend in bookings for juniors, mainly coming from the European market.Mangion noted from his own school there is a demand from France, Germany, and Scandinavia, but less interest from Italy.“We believe this is partially due to last summer's disastrous closure of the market, and we feel that our Italian agents have not forgotten what was done to our industry last summer,” he said.After reopening last July following a second lockdown, foreign students were found to be partly behind a spike in COVID cases, which led to schools having to close their doors yet again.“We are looking forward to this summer, but recovery for the industry will take time.”The industry has also been affected by the war in Ukraine.“Before the war, the Ukraine market was just beginning to emerge, but of course now the situation is very different,” Tissot said.“Now we are doing all that we can to help Ukrainian refugees in Malta, by providing beginners classes to those who need help to learn the language and settle in the country.”Prior to the pandemic, the Russian market was also very strong, and in 2019 approximately 6,000 students studied in Malta. However, in 2020 this figure was reduced to 570 Russians.“Now with the current sanctions in place, the market cannot be tapped into, but despite these challenges, summer is still looking positive,” she said.Asked if the pandemic also left an impact on teaching staff, both confirmed the number of teachers available was down during the past two years.“The pandemic did leave a lasting effect, with some people deciding to leave the industry and not come back,” she said.Mangion said other countries, such as Canada and the US, are also facing a dip in ELT teachers.Both shared a sense of optimism that the numbers will bounce back, praising teaching as a rewarding and fun career.When it came to host families, Mangion said there are groups of people who are ready to move forward from a 'pandemic to endemic' and others who are still very cautious and need time before they welcome strangers into their house.“It will take time, but the number of host families will climb back,” he said.“It's both a way of meeting new people, but also with the global rise in inflation, hosting is also another way to make some additional income, which many people will start looking into.”So, with summer just weeks away, what is the industry expecting?“We have had a lot of support from the government, health authorities and stakeholders, and are ready to move forward,” Tissot said.Mangion said when he speaks to his staff, he can sense a feeling of 'hopefulness'.“We must truly learn from our mistakes, and last summer was a very big mistake. As an industry that wants to move forward, we cannot re-open, then close and then re-open again, it is not sustainable for any industry, let alone ours.”",
https://timesofmalta.com/,Serious' and 'immediate' restructuring is the way forward for the PN - Grech,"A “serious” and “immediate” restructuring is the only way for the Nationalist Party to move forward, Bernard Grech said on Sunday, ahead of the party leadership election this week in which he is the only candidate. Grech said that the party was facing difficult times and this was when the mettle of both the PN and the individuals who hold it up is tested.“We are being asked to decide what road lies ahead in these trying times,” he said in an interview on party media. “I have no doubt in my mind that the only direction for the Nationalist Party is to move forward. This means there needs to be courageous restructuring that has never been done before.” “This is the message that the electorate has sent us,” he continued. “We must not only change our rhetoric, but the dynamic of how we work together and with others must be transformed. Change must come immediately and with care and skill.” 1,600 party councillors are eligible to vote in the leadership contest, with voting starting on Monday. While a simple majority of 50 per cent plus one would reconfirm Grech as leader, he has admitted that anything less than 70 per cent of the vote would be “disappointing”. However, PN sources who spoke to Times of Malta said that “apathy” and disillusionment is rife among a number of councillors in whose hands Grech's future as leader lies. Grech said that the party's finances were also a pressing issue currently faced by the PN. Last month Grech revealed the party including its companies were some €32 million in debt and causing a cashflow crisis of €2 million annually, with financial advisers being roped in to draw up a plan to resolve the crisis. “This is the largest challenge the Nationalist Party is facing at the moment, but I am confident that we can conquer this challenge together,” he said. He stressed that the time of tough decisions was at hand and recurring problems could not continue to be swept under the rug, shackling the party from moving forward. “On the other hand, we cannot give up because we still represent almost half the electorate of this country.” Party operations also needed to be urgently organised, Grech went on to say. “After a process that saw the regeneration of several internal roles, the last election gave use a parliamentary group through the democratic choice of the people,” he said. “Now it's time for a structure that befits a modern and effective party and that ensures discipline among all party members.”",
https://timesofmalta.com/,"Most COVID-19 measures at Mater Dei Hospital lifted, but masks to stay","Mater Dei Hospital visiting hours will revert back to normal from Monday for the first time since the pandemic hit in 2020.This means that as from Monday, patients will be allowed visitors between 11.30am to 1pm and between 3pm and 8pm.Despite the visiting hours finally reverting to pre-pandemic times, the hospital will continue to enforce rules on the number of visitors allowed by a patient. According to a health ministry spokesperson, only one visitor per patient will be allowed ""in order to reduce the footfall inside the hospital"".The ministry did not say whether this rule will be lifted anytime soon. Before COVID-19, patients were allowed between two and three patients at one go, although that rule had been loosely followed and patients would often be allowed to have more by their side.The ministry spokesperson also confirmed patients under 70 will once again be allowed to have someone accompany them at emergency and the outpatients department. In the past two years, only the elderly over the age of 70 and people requiring special assistance were allowed to have someone with them. All other patients had to wait as well as receive any treatment by themselves.As already announced by the health authorities, mask-wearing in hospital settings will continue to be enforced, and anyone visiting the hospital must don a mask.The spokesperson did not say whether this rule will be dropped in the future.When the pandemic hit in March 2020, Mater Dei was the first to introduce strict measures in an attempt to control the spread of COVID-19. Within days of the first few cases being detected, the hospital descaled its normal operations and postponed all non-urgent surgeries.Patients had also been urged to not visit the hospital unless absolutely necessary.By April that year, all visits to the hospital had been stopped. These resumed a few weeks later but were reduced in order to avoid too many people on wards. ",
https://timesofmalta.com/,"Today's front pages - May 22, 2022","The following are the top stories in Malta's newspapers on Sunday.The Sunday Times of Malta reports that Bernard Grech is fighting for a strong result in the party leadership contest, where he is the sole candidate. He is facing splinters within the party, however.The newspaper also reports that an associate of Yorgen Fenech has been linked in police investigations to a horse doping ring in France. The Malta Independent on Sunday says Infrastructure Malta awarded €17 million in direct orders in the second half of 2021. It also quotes environmentalist Astrid Vella saying the government's planned €700 million spending on the environment will not balance out over-development, MaltaToday says a company is running the IVF service at Mater Dei Hospital without a contract.Illum under a picture of Bernard Grech, saying the PN raised its debt by €8 million in two years. (The PN on Sunday denied the claim and said the debt has remained constant.)It-Torċa quotes former Labour prime minister Karmenu Mifsud Bonnici as saying Malta should treat Ukraine and Russia in the same way and should not take sides. The newspaper also explores the situation of police officers who resigned after being found to have taken drugs, saying the punishment was unfair and these people should be helped.Il-Mument says voting in the PN leadership election starts tomorrow, with Bernard Grech being the sole candidate. ",
https://timesofmalta.com/,Yorgen Fenech associate linked to 26-strong French doping ring,"An associate of murder suspect Yorgen Fenech was arrested over suspicions he could be connected to a French horse doping ring involving 26 people.Nicholas Cachia was arrested in March during a trip to Sicily and subsequently extradited to France to face interrogation.Maltese corporate records show Cachia owns a company called Technovet, which advertises itself as specialising in veterinary products for horses.The suspected doping ring involves racehorse trainers, owners, doctors and pharmacists, according to the Bordeaux prosecutor's office.Coordinated police raids were carried out back in March across France, as well as in Spain and Sicily in connection with the probe.News of Cachia's arrest only filtered out in the past few days, after a money-laundering case against him was put off indefinitely due to his arrest.Cachia, 47, along with his father Joseph, were arraigned last August, along with a number of other business associates of Fenech.The charges revolve around a Maltese gaming company owned by Fenech called Glimmer Limited. Cachia, who was out on bail, is understood to have travelled to Sicily in March, after obtaining court permission.He was subsequently picked up in Sicily and extradited to France on the strength of a European arrest warrant linked to the doping probe.Evidence presented in the money-laundering case back in Malta has featured discussions between Fenech and Cachia about hefty cash payments to buy French horses.Fenech, a known horse aficionado, is known to have carried out payments to a French company to obtain the prize money rights for French racehorses, using an opaquely-owned offshore company.Six payments carried out by his once-secret company 17 Black featured in a European investigation order issued by the Maltese courts as part of a wider probe into Fenech's activities.Fenech, who has been charged in connection with Daphne Caruana Galizia's murder, is suspected to have used 17 Black to carry out €274,000 worth of payments to obtain rights to the prize money won by the French racehorses Enigma Scarlet, Elena Princess, Easy Lady and Do You Love Me.Investigators highlighted how although the racehorses remained the property of the French company, the prize money rights were transferred to 17 Black.The potential offences highlighted in the European investigation order included money laundering. The Maltese authorities sought banking documents and information on the financial operations of the French company that transacted with 17 Black.Information was also sought from European counterparts on any potential transactions involving the Panama companies owned by former government officials Keith Schembri and Konrad Mizzi.A 2015 Panama Papers e-mail had indicated plans for 17 Black to transfer €2 million yearly to Schembri's and Mizzi's Panama companies.All involved deny any wrongdoing.",
https://timesofmalta.com/,Sixth seed Jabeur knocked out of French Open in first round,"Tunisia's Ons Jabeur crashed out of the French Open in the first round on Sunday, losing to Poland's 56th-ranked Magda Linette 3-6, 7-6 (7/4), 7-5.The 27-year-old sixth seed was seen as a potential champion in Paris, despite never having previously got past the fourth round.Jabeur came into the event with a season-leading 17 wins on clay in 2022 and with the prestigious Madrid title under her belt.However, she was undone Sunday by 24 unforced errors in the two hour 28-minute match.Linette had lost to Jabeur in the third round in 2021 having stunned an injury-hit top seed Ashleigh Barty in her previous match.",
https://timesofmalta.com/,"Man. City, Liverpool set for judgement day in title race","Pep Guardiola has urged his Manchester City stars to keep their emotions under control as the Premier League leaders bid to pip Liverpool to the title on a dramatic final day of the season.Guardiola's side are one point clear of second-placed Liverpool's heading into Sunday's do-or-die matches.City face Aston Villa at the Etihad Stadium knowing a victory would clinch their fourth English title in five seasons.But if City drop points, Liverpool will be crowned champions for a English record-equalling 20th time if they beat Wolves at Anfield.It is the culmination of a thrilling title race, which has seen Liverpool relentlessly chase down City after the reigning champions held a 14-point lead in January.Guardiola knows the high-stakes denouement will pile pressure on his players, who drew 2-2 at West Ham in their previous game after Riyad Mahrez missed a late penalty that would have left them needing only one point against Villa.",
https://timesofmalta.com/,Sport and the European Union,"Although the existence of sport can be traced back as far as 776 BC, it has only featured at the level of the European Union (EU) in the late 1980's owing to an increase in economic activity.Today, EU law is of considerable importance in the regulation of sport. Although there has been an increase in EU legislation that seeks to regulate sport, at the same time EU law still fundamentally recognises the sporting autonomy principle within Sport Governing Bodies (SGB's).Such sporting autonomy, which can take various forms such as legal, political, and financial, allows Sport Governing Bodies to establish, amend and interpret their rules freely, without any undue political or economic influence.The competence of the EU in relation to sport is to develop an evidence-based policy and to foster cooperation and manage initiatives in support of physical activity and sport across Europe.In 2017, the European Commission released a White Paper on Sport which was hailed as being the first comprehensive initiative on sport by the EU.",
https://timesofmalta.com/,Zach Muscat's sacrifices reflected in Casa Pia's remarkable promotion,"One of the most astonishing stories that European football has produced in the 2021-22 season has Casa Pia as its protagonist.Casa Pia, a Lisbon-based club, halted a run of 83 years without playing top-flight football in Portugal after sealing promotion last week.Despite being a barely known club, especially outside Portuguese shores, Casa Pia has a rich history in the local game having contributed to the birth of the national championship.They were also one of the teams that featured in the first-ever Portuguese top-flight, dating back to 1939.Having been relegated after just one season, Casa Pia never really had any other glory days until a 5-1 routine victory over Leixoes completed a remarkable promotion.",
https://timesofmalta.com/,'Very happy' Mbappe snubs Real Madrid to stay at PSG,"Kylian Mbappe said he was “very happy” to stay at Paris Saint-Germain after the club announced that the World Cup winner was rejecting Real Madrid to remain in France until 2025.PSG however will be starting the new season without sporting director Leonardo, who was dismissed late on Saturday after Mbappe's decision.“I am very happy to stay in France, in Paris, in my city,” Mbappe told supporters on the Parc des Princes pitch before he marked his new deal with a hat-trick in PSG's 5-0 win over Metz in their final Ligue 1 match of the season.Standing next to PSG president Nasser al-Khelaifi, Mbappe said: “I hope I'm going to be able to continue to do what I like most – winning football matches and trophies with all of you.”",
https://one.com.mt/,Complete the first phase of the works in a resting house in Floriana,"At a rest in Floriana, renovation work was carried out with an investment of one hundred and ninety thousand euros. This first phase of landscaping and upgrades focused on the most used by staff to be able to offer residents service, and now the works in this house will continue on other floors. This was announced during a visit by the Minister for the Elderly, Jo Etienne Abela. Among the works done there have been changes in the kitchen, a new fire alarm, and an improvement in the air conditioning system. Precisely with the most used area of ​​staff, from the workers who care for our elderly. This reflects our holistic vision, that if we want to encourage the condition of our elders, we must do our best to make sure that their caregiver is well treated. ”The CEO of Active Aging and the -Community care, Renzo Degabriele, said all the work is expected to be completed by the beginning of next year. Explain how the work being done at the rest is one of projects that are being done in Government homes. We do the initiatives, that is, as one also knows the Msida House, for example, fully closed because it will rebuild. Mosta are also the thoughts and plans being worked on this level. Mtarfa has also just made a center of seniority, dementia. That is, there are a series of initiatives in all Government homes to improve services for the standards that are needed today. """,
https://one.com.mt/,Central Bank report shows how our country continues with a strong recovery from the pandemic,"Between October and December 2021, our country continued the strong economic recovery from the effects of the pandemic. This came out of the central bank report on the fourth quarter of last year. The report emerged how, in the fourth quarter, gross domestic product increased by 10% compared to the same period the previous year, ie two thousand twenty-two meant that the product Gross domestic by the end of last year was higher than recorded before the pandemic. From this central bank report also emerged how, in this same period, unemployment and jobs continued to decline. They remained at a level above the pandemic levels. The central bank said that, in the last quarter of last year, the unemployment rate dropped to 3.2%. The previous year was 4.4%. It was noted that the unemployment rate in Malta is much lower than the euro area unemployment rate. In fact, Malta's rate is more than 4% lower than that of the euro area. In this report on the fourth quarter of last year, the central bank noted how, afterwards The pandemic blow, economic activity will now be for the better.",
https://one.com.mt/,Engerer runs the European call for the establishment of waste exports to third countries,"""We must immediately set up the export of waste to third countries that do not have the power to deal with and recycle waste by standards as we have in Europe-a selfish practice that is ultimately unsustainable."" European Parliament Member Cyrus Engerer after submitting the position of the Socialists and Democrats group on the waste export regulation, which is currently being traded in the European Parliament. The position of the European Parliament is expected to be finalized in the coming months, then voting on this position after the summer holidays. The proposal for this regulation was published last November , and proposes a ban on the export of waste to countries outside the Organization for Economic Cooperation and Development, OECD. Despite this, there were many environmental activists who made this proposal, saying that it was not ambitious enough. Environmentalists are proposing a total ban on the export of all European Union waste to third countries that do not have the same environmental guarantee to deal with waste in the same way, as if it were treated in the European Union . This is the position of European Parliament Member Cyrus Engerer. As soon as he noted the original Commission proposal, Engerer criticized the European Commission for not being ambitious enough, especially on the export of waste of the plastic. He concluded by saying that another importing goal of the Regulation is to give OLAF new powers in the fight against organized crime in the field of waste transport.",
https://one.com.mt/,Malta with the lowest inflation rate in the EU and the euro area,"While the whole world is experiencing great pressure on prices due to factors such as pandemic exiting and, now, the armed conflict in Ukraine, statistics released today show that last month Malta registered the Less rate of living in the European Union and in the euro area. Eurostat. As soon as last month, the inflation rate in the European Union was 8.1 per cent, in Malta it was 5.4 per cent, which is 2.7 percent lower. At the same time, last month, the inflation rate in Malta was 2 percent lower than the 7.4 percent rate of the euro area. Figures from across the European Union and the euro area as a whole show that, at the top of the list with the lowest cost of living there is Malta and France (both by 5.4%), followed by -Finland (5.8%). The highest rates of rising inflation were recorded in Estonia (19.1%), Lithuania (16.6%), and in the Czech Republic (13.2%). In our country, in view of price pressure due to increased consumer demand as it emerges from the pandemic as well as a war in Ukraine, particularly on production and supply Of grains, the biggest impact on the inflation rate was in the food and non-alcoholic beverage index, at 1.5 percent. On the other hand, there was a 0.7% reduction in prices in the field of communication. In these difficult circumstances for Europe and the rest of the world, the Maltese Government is taking the Decisions needed to maintain stable basic food and energy prices for Maltese and Gozitans. It was as a result of this policy that Malta managed to record the lowest rate of rising inflation across Europe.",
